Unnamed: 0,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,Unnamed: 14,PaymentMethod,OrderStatus,City,State,Country,SellerID,TotalAmount
46026,ORD0046027,18-08-2023,CUST010434,Aarav Kapoor,P00048,Wireless Charger,Books,HomeEase,4,401.92,0.0,128.61,0.05,,Credit Card,Delivered,Columbus,OH,United States,SELL01403,1737.854299999998
44594,ORD0044595,19-02-2021,CUST044989,Neha Gupta,P00023,Cookware Set,Electronics,HomeEase,2,219.0,0.2,28.03,4.55,,Credit Card,Delivered,San Francisco,CA,United States,SELL00176,383.2792000000001
58624,ORD0058625,09-10-2023,CUST040197,Aarav Reddy,P00005,Laptop Sleeve,Clothing,NexPro,1,283.24,0.0,22.66,13.12,,UPI,Shipped,Philadelphia,PA,United States,SELL00625,318.48050000000023
14702,ORD0014703,13-05-2024,CUST012051,Mohit Patel,P00050,Novel Bestseller,Clothing,CoreTech,1,115.34,0.15,7.84,5.78,,Credit Card,Cancelled,San Jose,CA,United States,SELL01705,112.04589999999993
30039,ORD0030040,21-07-2024,CUST025167,Ritika Kapoor,P00032,Board Game,Sports & Outdoors,UrbanStyle,3,537.1,0.0,80.57,9.29,,Credit Card,Delivered,Charlotte,NC,India,SELL00716,1701.6469000000009
4093,ORD0004094,20-08-2020,CUST046155,Pooja Verma,P00005,Laptop Sleeve,Toys & Games,NexPro,4,230.14,0.0,46.03,6.82,,Credit Card,Delivered,Chicago,IL,United States,SELL01767,973.9776000000016
3660,ORD0003661,29-08-2024,CUST015255,Arjun Patel,P00017,Electric Kettle,Books,CoreTech,1,182.92,0.15,12.44,13.95,,UPI,Delivered,San Diego,CA,United States,SELL00964,180.04890000000017
82197,ORD0082198,01-12-2023,CUST040842,Sunita Joshi,P00017,Electric Kettle,Toys & Games,ReadMore,2,49.74,0.0,17.91,11.86,,Credit Card,Delivered,Philadelphia,PA,Canada,SELL01111,128.69200000000004
90410,ORD0090411,31-07-2022,CUST035613,Neha Gupta,P00004,USB-C Charger,Electronics,UrbanStyle,2,142.0,0.15,19.31,4.78,,Credit Card,Delivered,Dallas,TX,United States,SELL01027,264.8866000000003
89396,ORD0089397,20-05-2022,CUST024573,Rohit Kumar,P00007,Mechanical Keyboard,Books,NexPro,3,511.41,0.05,116.6,3.3,,UPI,Delivered,Fort Worth,TX,United States,SELL00748,1577.7133000000001
84051,ORD0084052,01-08-2020,CUST011565,Neha Gupta,P00013,Action Camera,Sports & Outdoors,CoreTech,2,185.96,0.1,26.78,8.48,,Credit Card,Delivered,Indianapolis,IN,India,SELL01610,369.8470000000001
34403,ORD0034404,19-02-2024,CUST007211,Kabir Sharma,P00036,Smart Light Bulb,Clothing,BrightLux,3,478.97,0.2,57.48,12.75,,Net Banking,Delivered,Philadelphia,PA,United States,SELL00445,1214.7458999999983
45296,ORD0045297,18-12-2020,CUST003938,Neha Gupta,P00027,Winter Jacket,Books,FitLife,3,176.38,0.0,42.33,10.59,,Amazon Pay,Delivered,San Antonio,TX,United States,SELL01405,582.4369999999996
97747,ORD0097748,28-11-2022,CUST049638,Simran Singh,P00033,Puzzle 1000pc,Books,KiddoFun,2,566.52,0.0,56.65,2.86,,Debit Card,Delivered,Phoenix,AZ,United States,SELL01787,1193.2441000000013
74731,ORD0074732,15-09-2024,CUST005517,Arjun Kumar,P00007,Mechanical Keyboard,Toys & Games,NexPro,3,478.97,0.25,53.88,1.85,,Credit Card,Delivered,Austin,TX,United States,SELL01109,1132.0548000000013
93902,ORD0093903,10-08-2024,CUST048145,Kabir Singh,P00031,Kids Toy Car,Books,Zenith,2,233.21,0.0,37.31,11.82,,Credit Card,Delivered,Houston,TX,United States,SELL00682,513.2090000000003
1115,ORD0001116,26-12-2021,CUST043859,Aditya Patel,P00046,Car Charger,Toys & Games,FitLife,4,56.01,0.0,40.33,13.29,,Net Banking,Delivered,Philadelphia,PA,United States,SELL01400,273.97999999999973
37948,ORD0037949,27-12-2022,CUST033653,Rohit Kapoor,P00014,Drone Mini,Clothing,CoreTech,5,583.93,0.0,233.57,3.66,,Cash on Delivery,Delivered,Dallas,TX,United States,SELL01726,3157.4255000000003
95019,ORD0095020,01-03-2021,CUST049586,Sahil Sharma,P00047,Memory Card 128GB,Toys & Games,ReadMore,3,82.82,0.0,19.88,2.56,,Net Banking,Delivered,Dallas,TX,India,SELL01120,271.55320000000023
35247,ORD0035248,01-06-2021,CUST016669,Mohit Joshi,P00016,Air Fryer,Electronics,HomeEase,4,378.36,0.1,163.45,12.76,,Credit Card,Delivered,Jacksonville,FL,United States,SELL01137,1536.0768999999991
23874,ORD0023875,19-10-2020,CUST005604,Anjali Sharma,P00010,Smartwatch,Clothing,UrbanStyle,3,366.84,0.0,55.03,11.85,,Net Banking,Delivered,Fort Worth,TX,United States,SELL00148,1166.2106999999994
82581,ORD0082582,15-06-2024,CUST011922,Sneha Patel,P00019,LED Desk Lamp,Clothing,KiddoFun,5,374.07,0.0,149.63,13.92,,Debit Card,Delivered,Indianapolis,IN,United States,SELL01954,2029.563699999998
55368,ORD0055369,04-08-2021,CUST020272,Mohit Mehta,P00036,Smart Light Bulb,Home & Kitchen,HomeEase,3,39.09,0.15,4.98,6.57,,UPI,Pending,Fort Worth,TX,United States,SELL00029,110.80509999999983
82619,ORD0082620,04-12-2023,CUST038886,Karan Patel,P00044,Power Bank 20000mAh,Toys & Games,NexPro,1,105.34,0.0,8.43,6.06,,Credit Card,Delivered,Denver,CO,Australia,SELL01404,118.94429999999998
39315,ORD0039316,17-12-2021,CUST027551,Mohit Kapoor,P00017,Electric Kettle,Clothing,CoreTech,2,151.25,0.0,24.2,0.41,,Amazon Pay,Delivered,Jacksonville,FL,United States,SELL00631,328.7441000000002
79729,ORD0079730,03-01-2020,CUST046434,Arjun Mehta,P00031,Kids Toy Car,Toys & Games,NexPro,1,29.96,0.0,3.6,3.01,,Credit Card,Delivered,San Antonio,TX,United States,SELL00309,36.34810000000003
64816,ORD0064817,15-09-2021,CUST035620,Rohit Mehta,P00016,Air Fryer,Clothing,UrbanStyle,1,344.26,0.1,55.77,1.22,,UPI,Delivered,New York,NY,United States,SELL01839,367.83849999999984
33515,ORD0033516,20-12-2022,CUST030825,Simran Singh,P00029,T-Shirt,Home & Kitchen,Apex,2,532.71,0.05,121.46,13.86,,Credit Card,Delivered,Indianapolis,IN,United States,SELL01968,1146.5569000000005
40559,ORD0040560,05-06-2020,CUST024189,Kabir Verma,P00037,Router,Sports & Outdoors,Zenith,4,126.13,0.0,40.36,14.48,,Amazon Pay,Delivered,Fort Worth,TX,United States,SELL01490,555.3410000000002
6873,ORD0006874,01-02-2021,CUST014979,Mohit Mehta,P00004,USB-C Charger,Toys & Games,HomeEase,2,36.09,0.0,3.61,1.56,,UPI,Delivered,Fort Worth,TX,United States,SELL01402,78.31090000000009
44568,ORD0044569,25-06-2021,CUST044345,Vihaan Kumar,P00024,Yoga Mat,Home & Kitchen,FitLife,4,369.84,0.1,106.51,13.62,,Credit Card,Delivered,Denver,CO,India,SELL01037,1448.0614
97630,ORD0097631,11-03-2022,CUST019989,Aman Patel,P00041,Webcam Full HD,Toys & Games,HomeEase,5,547.05,0.0,136.76,0.3,,Debit Card,Delivered,Columbus,OH,United States,SELL00528,2873.3813
45442,ORD0045443,03-01-2024,CUST018803,Sunita Reddy,P00045,Phone Tripod,Clothing,NexPro,3,99.48,0.15,12.68,10.87,,UPI,Delivered,New York,NY,United States,SELL00697,274.4397000000003
35330,ORD0035331,05-03-2023,CUST033444,Aarav Reddy,P00024,Yoga Mat,Books,FitLife,1,593.5,0.15,25.22,5.5,,Net Banking,Delivered,Washington,DC,United Kingdom,SELL00200,535.5190000000003
9236,ORD0009237,08-05-2023,CUST022387,Vihaan Joshi,P00015,Instant Pot,Home & Kitchen,NexPro,2,510.91,0.15,69.48,14.88,,Credit Card,Shipped,Dallas,TX,United States,SELL00703,951.8002000000014
75499,ORD0075500,21-01-2020,CUST005453,Mohit Gupta,P00037,Router,Home & Kitchen,UrbanStyle,4,10.03,0.05,3.05,7.29,,Debit Card,Delivered,Austin,TX,United States,SELL00789,48.321199999999955
16226,ORD0016227,11-09-2023,CUST019171,Rohit Kumar,P00006,Gaming Mouse,Books,Zenith,1,152.78,0.0,7.64,9.41,,Amazon Pay,Delivered,Jacksonville,FL,United States,SELL01034,169.14550000000003
82304,ORD0082305,22-07-2021,CUST002762,Arjun Joshi,P00031,Kids Toy Car,Electronics,Zenith,2,185.09,0.05,28.13,5.23,,Net Banking,Delivered,San Jose,CA,United States,SELL01443,384.51699999999965
59656,ORD0059657,02-06-2023,CUST036521,Aditya Kumar,P00009,Portable SSD 1TB,Toys & Games,NexPro,2,231.52,0.25,17.36,14.69,,UPI,Delivered,Dallas,TX,United States,SELL00448,377.30890000000045
56512,ORD0056513,26-04-2023,CUST049498,Rohit Gupta,P00018,Vacuum Cleaner,Books,BrightLux,2,244.06,0.05,37.1,4.27,,Credit Card,Delivered,Indianapolis,IN,India,SELL01168,505.81600000000054
52289,ORD0052290,10-01-2022,CUST006398,Simran Joshi,P00003,Smartphone Case,Clothing,Zenith,5,48.57,0.0,29.14,1.57,,Debit Card,Delivered,Charlotte,NC,India,SELL00613,275.1297000000001
85410,ORD0085411,14-09-2020,CUST033683,Anjali Kumar,P00002,Bluetooth Speaker,Toys & Games,KiddoFun,1,189.46,0.1,13.64,8.45,,Amazon Pay,Delivered,San Antonio,TX,United Kingdom,SELL01045,193.57419999999993
1490,ORD0001491,03-03-2020,CUST027982,Vihaan Gupta,P00022,Water Bottle,Toys & Games,HomeEase,4,202.62,0.15,34.45,3.59,,Amazon Pay,Delivered,New York,NY,United States,SELL00827,730.0936999999992
27747,ORD0027748,24-05-2020,CUST039774,Vikas Gupta,P00049,Children's Book,Toys & Games,NexPro,3,13.58,0.15,2.77,5.4,,Net Banking,Delivered,Chicago,IL,United States,SELL00250,42.55630000000003
92561,ORD0092562,20-12-2024,CUST004245,Vivaan Gupta,P00009,Portable SSD 1TB,Toys & Games,Apex,5,132.12,0.0,33.03,2.47,,Amazon Pay,Pending,Fort Worth,TX,United States,SELL01004,698.6546999999997
25604,ORD0025605,16-04-2024,CUST048515,Simran Kumar,P00034,Desk Organizer,Books,ReadMore,1,395.31,0.0,31.62,5.31,,Credit Card,Delivered,Denver,CO,United States,SELL00606,432.0746000000002
85198,ORD0085199,19-10-2021,CUST036779,Aman Gupta,P00039,Graphic Tablet,Home & Kitchen,NexPro,3,451.31,0.15,138.1,12.05,,Debit Card,Pending,Seattle,WA,United States,SELL00143,1300.4742000000015
9122,ORD0009123,27-06-2023,CUST043276,Aditya Reddy,P00004,USB-C Charger,Home & Kitchen,BrightLux,2,460.47,0.15,62.62,13.49,,Credit Card,Delivered,San Antonio,TX,United States,SELL00746,856.5653000000015
65463,ORD0065464,24-04-2020,CUST042229,Pooja Joshi,P00031,Kids Toy Car,Sports & Outdoors,UrbanStyle,5,98.51,0.25,18.47,5.47,,UPI,Delivered,San Antonio,TX,United States,SELL00091,395.54819999999955
33625,ORD0033626,11-04-2023,CUST003731,Aman Mehta,P00034,Desk Organizer,Home & Kitchen,UrbanStyle,3,92.85,0.25,16.71,4.61,,Net Banking,Delivered,Columbus,OH,United States,SELL00104,233.31019999999978
16558,ORD0016559,02-07-2023,CUST032848,Simran Verma,P00022,Water Bottle,Books,ReadMore,1,525.76,0.05,39.96,7.67,,Credit Card,Delivered,Charlotte,NC,United States,SELL00237,547.0164999999998
70013,ORD0070014,23-01-2020,CUST009879,Sunita Kumar,P00035,Desk Plant,Clothing,BrightLux,5,75.27,0.2,0.0,6.0,,Net Banking,Pending,Philadelphia,PA,United States,SELL01627,304.19010000000054
92597,ORD0092598,12-06-2024,CUST039640,Karan Gupta,P00019,LED Desk Lamp,Electronics,NexPro,3,126.18,0.1,27.25,9.56,,UPI,Cancelled,San Jose,CA,United States,SELL00575,376.49819999999994
78463,ORD0078464,12-06-2024,CUST019547,Kabir Gupta,P00020,Office Chair,Toys & Games,Apex,2,502.98,0.3,0.0,2.7,,Debit Card,Delivered,Columbus,OH,India,SELL00289,724.9514000000003
9112,ORD0009113,08-12-2023,CUST001292,Aditya Kumar,P00049,Children's Book,Toys & Games,BrightLux,1,319.81,0.1,23.03,14.65,,Amazon Pay,Delivered,New York,NY,United States,SELL01655,324.8884999999997
91360,ORD0091361,18-05-2024,CUST027769,Sahil Gupta,P00022,Water Bottle,Sports & Outdoors,KiddoFun,5,552.87,0.05,131.31,13.42,,Credit Card,Shipped,Washington,DC,Canada,SELL00173,2769.4557999999956
18227,ORD0018228,14-10-2024,CUST019809,Neha Joshi,P00018,Vacuum Cleaner,Toys & Games,CoreTech,3,69.56,0.0,10.43,2.8,,Credit Card,Delivered,Seattle,WA,Australia,SELL00296,221.95799999999988
12032,ORD0012033,29-10-2022,CUST016018,Aditya Joshi,P00037,Router,Home & Kitchen,BrightLux,4,424.53,0.1,0.0,0.39,,UPI,Delivered,Philadelphia,PA,United States,SELL00562,1534.0368000000008
8356,ORD0008357,25-02-2023,CUST024850,Aman Mehta,P00043,HDMI Cable 2m,Electronics,NexPro,1,429.71,0.25,25.78,4.24,,Credit Card,Shipped,Austin,TX,United States,SELL01590,353.62289999999985
76538,ORD0076539,26-12-2022,CUST046081,Pooja Patel,P00005,Laptop Sleeve,Clothing,HomeEase,5,35.12,0.0,21.07,1.89,,Credit Card,Delivered,San Antonio,TX,United States,SELL00627,198.23340000000016
93464,ORD0093465,16-06-2021,CUST041944,Mohit Gupta,P00049,Children's Book,Clothing,ReadMore,2,385.64,0.15,78.67,2.38,,Credit Card,Delivered,Fort Worth,TX,Canada,SELL01878,740.3424999999997
855,ORD0000856,09-08-2024,CUST034921,Aarav Patel,P00041,Webcam Full HD,Toys & Games,NexPro,3,394.94,0.0,94.79,7.86,,Credit Card,Delivered,Washington,DC,United States,SELL01830,1287.3721000000005
10567,ORD0010568,09-10-2024,CUST023256,Sahil Patel,P00014,Drone Mini,Toys & Games,Apex,4,545.36,0.2,314.13,6.51,,Credit Card,Delivered,Charlotte,NC,United States,SELL00411,2066.4099000000006
86040,ORD0086041,09-10-2023,CUST042001,Sneha Kapoor,P00039,Graphic Tablet,Toys & Games,Apex,1,515.65,0.0,0.0,0.4,,Credit Card,Delivered,Phoenix,AZ,United States,SELL01674,516.5250000000004
76270,ORD0076271,27-06-2023,CUST012059,Vikas Patel,P00011,Fitness Band,Clothing,HomeEase,3,194.81,0.1,26.3,12.92,,Net Banking,Delivered,Austin,TX,India,SELL01907,564.4813999999996
72259,ORD0072260,18-11-2023,CUST023482,Aman Singh,P00024,Yoga Mat,Books,HomeEase,5,135.71,0.0,33.93,12.95,,Debit Card,Delivered,Charlotte,NC,India,SELL00701,722.9945999999999
24608,ORD0024609,31-12-2020,CUST041589,Sneha Joshi,P00026,Sunglasses,Sports & Outdoors,Apex,1,221.0,0.0,11.05,7.41,,Amazon Pay,Pending,Columbus,OH,United States,SELL00881,239.12029999999967
49412,ORD0049413,30-10-2024,CUST002292,Vikas Joshi,P00014,Drone Mini,Electronics,Zenith,4,385.86,0.2,61.74,11.28,,Net Banking,Delivered,Philadelphia,PA,United States,SELL01509,1308.057700000001
22976,ORD0022977,23-10-2023,CUST036318,Aarav Kapoor,P00031,Kids Toy Car,Clothing,HomeEase,4,593.89,0.15,0.0,12.36,,UPI,Delivered,Houston,TX,Canada,SELL01929,2017.6085999999975
56878,ORD0056879,22-09-2023,CUST033300,Sunita Sharma,P00039,Graphic Tablet,Home & Kitchen,CoreTech,2,213.09,0.05,32.39,5.5,,UPI,Delivered,San Jose,CA,United States,SELL00327,443.0231
18038,ORD0018039,06-01-2024,CUST048625,Mohit Kapoor,P00012,Noise Cancelling Headphones,Home & Kitchen,Zenith,1,305.79,0.15,46.79,9.0,,Credit Card,Pending,Charlotte,NC,United States,SELL01439,312.33329999999955
73197,ORD0073198,16-05-2020,CUST014373,Simran Patel,P00045,Phone Tripod,Sports & Outdoors,UrbanStyle,4,139.01,0.0,27.8,13.31,,Credit Card,Delivered,Denver,CO,United States,SELL00336,595.4396000000006
83258,ORD0083259,10-01-2024,CUST003778,Arjun Joshi,P00041,Webcam Full HD,Electronics,KiddoFun,4,387.5,0.0,77.5,5.73,,Credit Card,Delivered,San Jose,CA,Australia,SELL00763,1633.2777
81840,ORD0081841,23-06-2023,CUST048455,Aman Verma,P00038,External HDD 2TB,Home & Kitchen,UrbanStyle,4,406.79,0.1,73.22,3.69,,Credit Card,Delivered,Los Angeles,CA,India,SELL01033,1542.462900000001
7121,ORD0007122,11-08-2020,CUST012667,Vivaan Kapoor,P00013,Action Camera,Electronics,HomeEase,2,23.91,0.05,3.63,2.29,,UPI,Pending,Indianapolis,IN,United States,SELL00774,52.068000000000026
40388,ORD0040389,18-11-2022,CUST047621,Neha Reddy,P00008,4K Monitor,Clothing,HomeEase,5,225.33,0.0,135.2,8.16,,Cash on Delivery,Delivered,Washington,DC,United States,SELL01428,1270.217799999999
83902,ORD0083903,09-12-2024,CUST037732,Sneha Gupta,P00020,Office Chair,Electronics,FitLife,2,461.74,0.05,70.18,9.8,,Credit Card,Delivered,Columbus,OH,United States,SELL01631,955.731299999999
57587,ORD0057588,01-11-2024,CUST027119,Karan Kumar,P00003,Smartphone Case,Electronics,ReadMore,1,285.76,0.05,32.58,12.56,,Cash on Delivery,Delivered,Chicago,IL,Canada,SELL01709,316.07340000000033
98766,ORD0098767,09-10-2023,CUST005486,Arjun Singh,P00021,Backpack,Electronics,Apex,5,391.99,0.0,156.8,10.0,,Credit Card,Delivered,Philadelphia,PA,India,SELL01614,2125.5965
25949,ORD0025950,19-06-2023,CUST047015,Aditya Kapoor,P00025,Running Shoes,Clothing,Zenith,4,118.59,0.2,30.36,2.2,,Net Banking,Delivered,Washington,DC,India,SELL00727,412.7769
25232,ORD0025233,24-08-2023,CUST003854,Vivaan Mehta,P00047,Memory Card 128GB,Home & Kitchen,BrightLux,2,598.61,0.15,122.12,6.01,,Debit Card,Shipped,Charlotte,NC,United States,SELL01169,1145.2062999999998
85925,ORD0085926,22-02-2023,CUST028358,Arjun Reddy,P00005,Laptop Sleeve,Electronics,KiddoFun,3,425.98,0.0,63.9,9.55,,UPI,Delivered,Denver,CO,India,SELL01705,1350.9205000000002
92703,ORD0092704,07-02-2024,CUST012716,Sahil Joshi,P00015,Instant Pot,Toys & Games,Zenith,4,145.19,0.1,26.13,1.74,,UPI,Delivered,San Francisco,CA,Australia,SELL00053,553.0506000000008
37614,ORD0037615,06-11-2020,CUST032261,Rohit Patel,P00001,Wireless Earbuds,Sports & Outdoors,KiddoFun,4,538.6,0.0,172.35,6.8,,Net Banking,Delivered,Denver,CO,United States,SELL01511,2333.888799999998
53634,ORD0053635,31-05-2020,CUST041011,Aarav Kumar,P00019,LED Desk Lamp,Books,Zenith,4,292.6,0.05,88.95,12.6,,Amazon Pay,Delivered,Los Angeles,CA,United Kingdom,SELL01992,1210.3191999999983
40821,ORD0040822,10-11-2020,CUST004417,Mohit Mehta,P00040,Microphone,Toys & Games,HomeEase,2,145.28,0.0,0.0,2.66,,Net Banking,Delivered,Washington,DC,India,SELL01057,293.3277000000001
33731,ORD0033732,08-07-2021,CUST026193,Ritika Singh,P00009,Portable SSD 1TB,Toys & Games,Zenith,1,248.16,0.25,9.31,9.94,,Credit Card,Delivered,Seattle,WA,United States,SELL00072,203.68189999999998
65759,ORD0065760,30-06-2024,CUST025806,Mohit Mehta,P00033,Puzzle 1000pc,Electronics,ReadMore,3,551.41,0.0,0.0,11.49,,Credit Card,Shipped,Fort Worth,TX,United States,SELL00356,1662.8847000000003
8136,ORD0008137,20-05-2022,CUST047939,Mohit Patel,P00008,4K Monitor,Electronics,ReadMore,2,143.43,0.25,10.76,6.41,,Credit Card,Shipped,Jacksonville,FL,United States,SELL00640,231.8286999999999
84731,ORD0084732,01-04-2023,CUST038820,Priya Verma,P00038,External HDD 2TB,Books,UrbanStyle,4,526.36,0.0,105.27,11.11,,Amazon Pay,Shipped,Houston,TX,United States,SELL00534,2220.8433000000027
28911,ORD0028912,25-12-2020,CUST007890,Priya Joshi,P00037,Router,Toys & Games,FitLife,1,478.89,0.15,20.35,1.24,,Credit Card,Shipped,Phoenix,AZ,United Kingdom,SELL00463,430.60240000000033
2217,ORD0002218,05-09-2024,CUST035591,Aman Singh,P00038,External HDD 2TB,Electronics,KiddoFun,2,586.55,0.0,93.85,14.85,,Credit Card,Delivered,Fort Worth,TX,United States,SELL00245,1279.9125000000013
76512,ORD0076513,23-03-2021,CUST032089,Priya Patel,P00003,Smartphone Case,Sports & Outdoors,HomeEase,4,161.11,0.15,43.82,8.03,,Credit Card,Shipped,Philadelphia,PA,United States,SELL01372,598.7600000000007
48924,ORD0048925,05-11-2023,CUST005126,Neha Reddy,P00033,Puzzle 1000pc,Books,BrightLux,2,210.71,0.25,25.29,13.14,,Credit Card,Shipped,San Francisco,CA,United Kingdom,SELL00538,351.8194000000001
46282,ORD0046283,10-01-2022,CUST035639,Sneha Sharma,P00006,Gaming Mouse,Electronics,HomeEase,5,470.9,0.25,141.27,4.61,,Net Banking,Delivered,Seattle,WA,United Kingdom,SELL01505,1910.1556000000005
20387,ORD0020388,13-11-2023,CUST036198,Ritika Mehta,P00004,USB-C Charger,Books,Apex,5,40.21,0.3,7.04,4.44,,Net Banking,Delivered,Chicago,IL,United States,SELL00691,157.38159999999982
43487,ORD0043488,10-06-2023,CUST047613,Vivaan Sharma,P00008,4K Monitor,Home & Kitchen,BrightLux,2,531.59,0.0,53.16,4.16,,Debit Card,Delivered,Fort Worth,TX,Canada,SELL01463,1121.6086
34394,ORD0034395,30-05-2023,CUST039705,Anjali Sharma,P00016,Air Fryer,Home & Kitchen,UrbanStyle,2,376.23,0.0,90.3,5.37,,Cash on Delivery,Delivered,Houston,TX,United States,SELL00525,847.9492999999999
53671,ORD0053672,31-07-2024,CUST022608,Sneha Patel,P00042,Projector Mini,Home & Kitchen,Apex,4,199.08,0.15,54.15,4.96,,Debit Card,Delivered,Columbus,OH,Canada,SELL00484,736.9885000000006
44190,ORD0044191,10-12-2021,CUST021793,Sneha Sharma,P00023,Cookware Set,Books,NexPro,1,29.96,0.1,2.16,3.2,,Net Banking,Delivered,San Francisco,CA,United States,SELL00704,32.354400000000034
86193,ORD0086194,17-08-2023,CUST027625,Vivaan Kapoor,P00022,Water Bottle,Toys & Games,KiddoFun,3,311.96,0.0,0.0,8.8,,Debit Card,Delivered,Charlotte,NC,Australia,SELL01557,944.2283999999989
35342,ORD0035343,06-01-2020,CUST043823,Aditya Verma,P00010,Smartwatch,Toys & Games,UrbanStyle,2,393.6,0.0,39.36,0.95,,Cash on Delivery,Shipped,San Jose,CA,United States,SELL01086,828.0136999999994
44514,ORD0044515,02-05-2020,CUST022814,Vikas Verma,P00042,Projector Mini,Sports & Outdoors,KiddoFun,3,594.37,0.0,142.65,1.15,,Debit Card,Delivered,Denver,CO,United States,SELL00054,1927.8858000000018
47090,ORD0047091,24-02-2023,CUST026158,Anjali Gupta,P00012,Noise Cancelling Headphones,Books,KiddoFun,1,385.85,0.2,15.43,0.88,,UPI,Delivered,New York,NY,United States,SELL01003,326.76980000000043
15560,ORD0015561,18-07-2020,CUST022561,Arjun Gupta,P00008,4K Monitor,Home & Kitchen,Apex,5,598.33,0.0,0.0,8.18,,UPI,Delivered,Jacksonville,FL,United Kingdom,SELL00924,2998.9637
2880,ORD0002881,19-12-2020,CUST018575,Ritika Verma,P00039,Graphic Tablet,Toys & Games,Apex,1,396.14,0.0,19.81,11.19,,Net Banking,Delivered,Columbus,OH,United Kingdom,SELL01177,426.94179999999994
78195,ORD0078196,17-05-2023,CUST011983,Sunita Joshi,P00029,T-Shirt,Books,CoreTech,3,204.88,0.15,26.12,4.02,,Amazon Pay,Delivered,Jacksonville,FL,United States,SELL00231,554.7854000000008
96107,ORD0096108,20-04-2024,CUST022604,Aman Singh,P00025,Running Shoes,Home & Kitchen,ReadMore,1,55.62,0.15,5.67,13.19,,UPI,Delivered,Washington,DC,India,SELL00435,65.20880000000005
88873,ORD0088874,22-04-2023,CUST003483,Sunita Mehta,P00012,Noise Cancelling Headphones,Books,Apex,5,375.73,0.1,84.54,8.53,,Net Banking,Delivered,New York,NY,India,SELL01663,1784.9646999999982
13389,ORD0013390,12-04-2022,CUST023033,Pooja Kumar,P00036,Smart Light Bulb,Home & Kitchen,Zenith,3,254.56,0.0,137.46,10.0,,Amazon Pay,Shipped,San Francisco,CA,United Kingdom,SELL01650,910.1150999999995
5705,ORD0005706,04-12-2022,CUST015318,Rohit Patel,P00039,Graphic Tablet,Sports & Outdoors,HomeEase,2,426.16,0.1,92.05,3.22,,Debit Card,Delivered,Austin,TX,United States,SELL00008,862.8017000000001
7027,ORD0007028,10-10-2024,CUST031305,Aman Kumar,P00033,Puzzle 1000pc,Electronics,HomeEase,5,9.95,0.0,3.98,3.36,,Amazon Pay,Delivered,Fort Worth,TX,United States,SELL01227,55.148400000000066
44366,ORD0044367,31-03-2023,CUST041567,Arjun Mehta,P00025,Running Shoes,Home & Kitchen,KiddoFun,1,257.14,0.1,11.57,5.82,,Credit Card,Delivered,Jacksonville,FL,United States,SELL01755,248.3912999999999
54439,ORD0054440,23-01-2024,CUST049538,Aarav Sharma,P00038,External HDD 2TB,Toys & Games,HomeEase,5,354.0,0.2,113.28,13.65,,Amazon Pay,Shipped,Columbus,OH,United States,SELL01876,1538.954699999998
21041,ORD0021042,28-10-2020,CUST045662,Sneha Kapoor,P00019,LED Desk Lamp,Electronics,CoreTech,5,465.21,0.0,186.08,8.59,,Debit Card,Shipped,Phoenix,AZ,United States,SELL00633,2520.1023
35093,ORD0035094,16-04-2020,CUST002771,Anjali Patel,P00050,Novel Bestseller,Electronics,BrightLux,2,394.2,0.3,44.15,3.34,,Cash on Delivery,Delivered,Columbus,OH,India,SELL00625,611.5744000000004
4915,ORD0004916,30-04-2024,CUST025468,Karan Singh,P00001,Wireless Earbuds,Books,BrightLux,4,446.59,0.0,0.0,1.89,,Debit Card,Delivered,Austin,TX,United States,SELL00637,1789.1234
8194,ORD0008195,24-03-2023,CUST039660,Vikas Mehta,P00011,Fitness Band,Books,UrbanStyle,5,69.85,0.05,16.59,6.67,,Credit Card,Delivered,Austin,TX,Canada,SELL00815,355.59469999999993
80134,ORD0080135,11-03-2021,CUST024771,Pooja Verma,P00034,Desk Organizer,Home & Kitchen,CoreTech,4,419.43,0.0,134.22,4.89,,Credit Card,Delivered,Phoenix,AZ,United States,SELL01702,1819.429299999998
1133,ORD0001134,28-12-2020,CUST046150,Anjali Gupta,P00018,Vacuum Cleaner,Books,KiddoFun,1,482.86,0.0,24.14,11.35,,Net Banking,Delivered,Columbus,OH,United States,SELL01446,518.3611999999997
70219,ORD0070220,12-06-2023,CUST007631,Kabir Patel,P00006,Gaming Mouse,Clothing,BrightLux,4,575.85,0.0,115.17,3.51,,UPI,Shipped,Denver,CO,United States,SELL01784,2424.3404999999966
37450,ORD0037451,02-05-2024,CUST015375,Priya Gupta,P00017,Electric Kettle,Toys & Games,ReadMore,3,340.95,0.25,38.36,3.53,,Debit Card,Cancelled,San Antonio,TX,United Kingdom,SELL01571,809.1377999999997
28379,ORD0028380,23-04-2020,CUST006546,Neha Gupta,P00010,Smartwatch,Home & Kitchen,FitLife,3,157.66,0.1,51.08,2.45,,Amazon Pay,Delivered,Chicago,IL,United States,SELL01119,481.40999999999957
8258,ORD0008259,20-02-2023,CUST012696,Neha Sharma,P00024,Yoga Mat,Clothing,Zenith,5,41.64,0.1,14.99,6.92,,Credit Card,Delivered,San Antonio,TX,United States,SELL01464,211.00210000000018
